;06088001;31069001;33281001;35281001;59343001;67124001;75114001
ech;0,01977323317408869;0,030850482003938865;0,03418795797066721;0,03941318745912979;0,04092448974531311;0,04486433804913049;0,05457075560971981
capeinsSOL0;0,0159308815805103;0,032497542510054635;0,06857859317472212;0,046349963767111285;0,05822073713801232;0,03992363908795684;0,04147068408654145
ffH10;0,016646978027520475;0,03274609585838963;0,03427141863491705;0,038565360766921214;0,039226448287711164;0,03495259331544255;0,04341918311116384
flir1SOL0;0,01706033665101907;0,0384792516694697;0,03735500521499631;0,04826945624976844;0,049018448768525964;0,04334768166525683;0,034715798200273165
fllat1SOL0;0,0289929197706155;0,04160779135968196;0,05384551789119709;0,06912414720751041;0,048567138015102616;0,05867041409221807;0,039914658779941374
flsen1SOL0;0,024383541928164044;0,03231431075259385;0,03082811038677082;0,04331729416542144;0,045477357350898105;0,044651289866679475;0,035397035932286915
flvis1SOL0;0,01119924023078022;0,01892391438582816;0,024408203589191782;0,04103956253403235;0,02802422934518086;0,027094655787480878;0,026000959177801427
hcoulimSOL0;0,02024586261999427;0,035126759129328534;0,04243054029852066;0,06344985158705385;0,059081637727245215;0,049168018779807386;0,04898811574984067
huH2;0,0626487010689239;0,10396084703327489;0,19374905935133602;0,10220379952658355;0,07333674265394759;0,10305012573526334;0,12752285692832727
ntSOL0_HMoy;0,012372982484777832;0,039126559500009456;0,03556424286515748;0,040413905457655525;0,03807390164234908;0,048730263756765035;0,030350903653096405
pMER0;0,031003501077356853;0,056664671552685765;0,057357661968565135;0,06523979685629766;0,06506207852425265;0,08695995362457824;0,06728316291096029
tH2_VGrad_2.100;0,023431868697826142;0,2389421577390569;0,07743914725557388;0,05152727456821954;0,10927139991079989;0,06364541613086198;0,05043164858602567
tH2_XGrad;0,01971772947761861;0,04646054184444309;0,04313032364868618;0,04618899401611481;0,050868886693644394;0,05305435124424559;0,037028167856652104
tH2_YGrad;0,594598795652318;0,0379438612720341;0,04629467487656793;0,04893871576023855;0,049687284576078496;0,04406095161425503;0,036935275725766076
tpwHPA850;0,01637734350304836;0,0536931340265953;0,05669003089715411;0,06297092367532584;0,05701877572724054;0,07310984280806672;0,07283015639557502
ux1H10;0,025019153314474237;0,041480536513738855;0,045524395251585935;0,054338676601640136;0,0634154060559961;0,04861248005995667;0,05464417225915854
vapcSOL0;0,01877053256641455;0,07400003772116884;0,06445451055905156;0,07083753112449412;0,06552362882848527;0,07476256853459096;0,06574693779724755
vx1H10;0,024672611447077976;0,04153686405872447;0,04825073773404535;0,06233952640772859;0,05512668338898515;0,05538386673666591;0,04794121632518445
season_winter;0,012516432577166631;0,0014610465515971706;0,0030039385953854443;0,0026098059506077247;0,0021201113780700983;0,002707722299448907;0,08445872578324608
season_summer;0,00463735415030418;0,0021835945173857745;0,0026359298359079466;0,0028622263181450657;0,0019546142421613473;0,0032498268113290785;0,000349585131191846
